35174024696537,-0.3305127,0.047900394,9.977652,0.0037422224,-0.001758746,2.7740514E-4
35174024912266,-0.38320315,0.038320314,10.035132,-5.1883527E-4,-1.608493E-4,-0.0034510205
35174025024922,-0.364043,0.05269043,10.078242,0.0010790614,-0.0060198037,0.0040058307
35174025115912,-0.3305127,0.07664063,10.044712,-5.1883527E-4,-6.9348153E-4,-0.0013204915
35174025205912,-0.39757326,0.06227051,10.106983,0.0010790614,0.002502312,-2.552271E-4
35174025293620,-0.36883304,0.086220704,10.035132,-5.1883527E-4,9.0441515E-4,0.0056037274
35174025392110,-0.4023633,0.11496094,9.982442,0.002676958,0.0030349442,0.002407934
35174025474662,-0.42152345,0.038320314,10.049502,1.3796942E-5,-6.9348153E-4,0.0018753018
35174025554610,-0.3544629,0.081430666,9.977652,0.004274855,-0.0054871715,0.0034731985
35174025633829,-0.45984375,0.1341211,9.996812,-0.0058451574,-1.608493E-4,2.7740514E-4
35174025712943,-0.33530274,0.009580079,10.054293,-0.0010514675,-0.0028240103,2.7740514E-4
35174025806745,-0.37362307,0.09101075,10.102193,0.004274855,-0.0028240103,2.7740514E-4
35174025889662,-0.4167334,0.047900394,10.020762,1.3796942E-5,0.008361266,0.0013426696
35174025967058,-0.39278322,0.06706055,10.068663,0.0037422224,-0.0054871715,-7.878593E-4
35174026044610,-0.35925296,0.009580079,10.073453,0.0021443258,3.7178292E-4,0.0034731985
35174026151641,-0.36883304,0.023950197,10.0063925,0.0032095902,-0.0049545392,-0.0018531238
35174026232058,-0.43589357,0.047900394,10.054293,-0.0026493643,-0.0033566426,0.0034731985
35174026309506,-0.3544629,0.043110352,9.992022,-5.1883527E-4,0.004632841,-0.0029183882
35174026386641,-0.37362307,0.047900394,10.025552,-0.0026493643,-1.608493E-4,0.0013426696
35174026473412,-0.34967285,0.086220704,10.030342,5.464292E-4,-1.608493E-4,0.008266889
35174026617370,-0.37362307,0.10538086,10.063872,-5.1883527E-4,-0.004421907,-0.002385756
35174026701120,-0.37362307,0.038320314,9.996812,0.0016116936,0.0030349442,-0.0013204915
35174026780912,-0.41194338,-0.033530276,10.083033,-5.1883527E-4,-0.0038892748,0.008799521
35174026863099,-0.36883304,0.009580079,9.968072,0.0021443258,-6.9348153E-4,0.005071095
35174027082683,-0.34488282,0.081430666,10.001602,0.0101338085,-0.002291378,2.7740514E-4
35174027171850,-0.3879932,0.09101075,9.982442,0.0021443258,-0.0012261138,-0.002385756
35174027256797,-0.4023633,0.05748047,10.063872,-0.0015840997,0.0030349442,0.0056037274
35174027341693,-0.39278322,0.028740235,9.987232,0.0032095902,0.007828634,2.7740514E-4
35174027438360,-0.31135255,0.081430666,10.035132,0.0016116936,0.002502312,0.0034731985
35174027521954,-0.3305127,0.1101709,10.083033,-5.1883527E-4,0.002502312,-0.0018531238
35174027608829,-0.4263135,0.028740235,10.063872,-0.0037146288,-0.004421907,-7.878593E-4
35174027691745,-0.4263135,0.06706055,10.0063925,-0.0026493643,-6.9348153E-4,8.1003737E-4
35174027782995,-0.38320315,0.10538086,10.054293,0.0032095902,0.0019696797,-0.0034510205
35174027864506,-0.39757326,0.05269043,10.035132,-0.0015840997,-0.004421907,0.0056037274
35174027948933,-0.34967285,0.09580079,10.054293,-0.002116732,0.0035675764,0.0029405663
35174028030183,-0.28740236,0.07185059,10.0063925,0.0021443258,3.7178292E-4,8.1003737E-4
35174028111798,-0.38320315,0.019160157,9.987232,-0.0015840997,0.002502312,0.0040058307
35174028209141,-0.3784131,0.07185059,9.992022,1.3796942E-5,-6.9348153E-4,0.006668992
35174028288673,-0.34009278,0.06706055,9.977652,0.0053401194,3.7178292E-4,0.0013426696
35174028365443,-0.36883304,0.09101075,10.030342,-0.0031819965,0.0014370474,0.0018753018
35174028442423,-0.34967285,0.09580079,10.039923,-0.0031819965,-0.002291378,0.0034731985
35174028532370,-0.37362307,0.07185059,10.063872,-0.0031819965,0.0035675764,0.002407934
35174028612475,-0.39757326,0.100590825,9.996812,0.0032095902,-0.0049545392,0.0040058307
35174028694089,-0.37362307,0.05748047,10.044712,-0.0010514675,-0.008150333,0.0013426696
35174028778204,-0.41194338,0.09101075,10.011182,-0.005312525,9.0441515E-4,0.0018753018
35174028859350,-0.38320315,0.05748047,9.987232,5.464292E-4,0.0019696797,-0.0018531238
35174028952683,-0.3784131,0.1820215,10.020762,0.0010790614,0.0019696797,-2.552271E-4
35174029040808,-0.4023633,0.06706055,10.073453,-0.0010514675,-0.002291378,0.0029405663
35174029123100,-0.43110353,0.07664063,10.001602,0.0053401194,-0.0028240103,-0.002385756
35174029202058,-0.37362307,0.07664063,10.035132,0.0010790614,0.002502312,2.7740514E-4
35174029291173,-0.41194338,0.10538086,10.020762,-5.1883527E-4,-0.0012261138,-0.002385756
35174029376589,-0.31135255,0.086220704,10.039923,-0.0042472607,-1.608493E-4,2.7740514E-4
35174029460027,-0.39757326,0.1341211,10.073453,-0.0026493643,0.0014370474,2.7740514E-4
35174029543412,-0.39278322,0.086220704,10.030342,0.004274855,-0.001758746,8.1003737E-4
35174029634506,-0.37362307,0.086220704,10.001602,0.004807487,0.002502312,0.0034731985
35174029719923,-0.36883304,0.100590825,9.982442,-0.0010514675,-1.608493E-4,2.7740514E-4
35174029803569,-0.36883304,0.014370117,10.073453,0.004807487,0.0019696797,-0.0013204915
35174029961433,-0.39757326,0.09101075,10.015972,1.3796942E-5,-0.0028240103,-0.010907872
35174030049871,-0.39757326,0.05748047,10.039923,0.0016116936,-0.0060198037,0.004538463
35174030149714,-0.37362307,0.05748047,9.934542,-5.1883527E-4,-0.0033566426,0.0013426696
35174030232110,-0.41194338,0.043110352,10.001602,1.3796942E-5,3.7178292E-4,-0.0018531238
35174030310027,-0.4023633,0.14849122,10.030342,-0.010638848,-0.0049545392,-0.004516285
35174030386381,-0.3161426,0.07664063,9.968072,-0.004779893,-6.9348153E-4,0.0018753018
35174030474714,-0.4167334,0.1101709,10.030342,1.3796942E-5,0.0019696797,0.0034731985
35174030560339,-0.4023633,0.10538086,10.102193,-0.0010514675,0.0041002086,0.0029405663
35174030637683,-0.36883304,0.014370117,10.011182,-0.0010514675,0.0035675764,0.0040058307
35174030716121,-0.39757326,0.06706055,10.068663,-0.0063777897,0.002502312,0.0013426696
35174030804350,-0.33530274,0.14849122,10.030342,1.3796942E-5,0.002502312,0.004538463
35174030883933,-0.40715334,0.1341211,10.063872,-0.005312525,0.005165473,-0.0018531238
35174030960496,-0.3784131,0.05269043,10.030342,0.0037422224,0.0056981053,8.1003737E-4
35174034120600,-0.43110353,0.043110352,10.030342,-0.0015840997,-1.608493E-4,-0.0029183882
35174043037007,-0.36883304,0.09580079,10.015972,-0.0015840997,0.0041002086,-0.0029183882
35174043226799,-0.42152345,0.07664063,9.953702,1.3796942E-5,-0.001758746,2.7740514E-4
35174043331226,-0.40715334,0.1101709,10.035132,-0.005312525,-0.001758746,8.1003737E-4
35174043419195,-0.42152345,0.023950197,10.044712,0.0021443258,-0.0033566426,2.7740514E-4
35174050689716,-0.42152345,0.11496094,10.054293,0.0010790614,0.0019696797,8.1003737E-4
35174050829196,-0.41194338,0.12454102,10.025552,-0.0031819965,3.7178292E-4,-0.005048917
35174050907894,-0.42152345,0.10538086,10.121353,1.3796942E-5,-0.0049545392,2.7740514E-4
35174054748050,-0.39278322,0.086220704,10.054293,-0.0015840997,3.7178292E-4,-0.002385756
35174055265759,-0.41194338,0.15328126,10.039923,5.464292E-4,3.7178292E-4,0.0061363596
