-1.0346485,0.9388477,9.901011,0.05353325,0.0039980016,-0.026502546
-1.0777588,0.9580079,9.968072,0.063120626,0.010922221,-0.030763604
-1.0394385,0.9244776,9.968072,0.05619641,-0.0013283207,-0.020110957
-1.0154883,0.9627979,9.968072,0.062588,2.6957595E-4,-0.02064359
-0.97237796,0.91010743,10.020762,0.059392203,0.0066611627,-0.02064359
-0.977168,0.89573735,9.968072,0.054598514,0.008259059,-0.016382532
-0.9388477,0.86220706,9.867481,0.059924837,0.0039980016,-0.0158499
-0.91010743,0.9436377,9.881851,0.063120626,0.008259059,-0.015317269
-0.96758795,0.8669971,9.905801,0.066316426,0.014650646,-0.008925682
-0.91010743,0.8382569,9.81,0.066316426,0.018911704,-0.021176223
-0.96758795,0.8813672,9.891431,0.062588,0.023705395,-0.010523578
-0.9148975,0.852627,9.83874,0.057261676,0.014650646,-0.012121474
-0.9196875,0.8669971,9.83874,0.05832694,0.016248543,-0.012654107
-0.9436377,0.79993653,9.78605,0.059924837,0.016781176,-0.011588843
-0.9196875,0.7807764,9.877061,0.05885957,0.021042233,-0.01798043
-0.9484278,0.7041358,9.833951,0.053000618,0.017313808,-0.014784636
-0.9627979,0.7759864,9.85311,0.045011133,0.013585381,-0.0137193715
-0.8382569,0.7089258,9.79084,0.042880606,0.011987484,-0.019578326
-0.93405765,0.7376661,9.83874,0.045011133,0.004530634,-0.023839384
-0.9148975,0.8047266,9.73815,0.036489017,8.022082E-4,-0.022774119
-0.8909473,0.6849756,9.77647,0.029032165,0.0039980016,-0.028633073
-0.9053174,0.78556645,9.651929,0.03009743,0.0066611627,-0.037687823
-0.93405765,0.7807764,9.632769,0.029564798,0.008791692,-0.043546777
-0.9388477,0.7807764,9.632769,0.024238475,0.008791692,-0.048340466
-0.9436377,0.8286768,9.608819,0.02530374,0.011454852,-0.045677304
-0.9436377,0.8669971,9.651929,0.023173211,0.013052749,-0.0472752
-0.9053174,0.8334668,9.690249,0.029032165,0.013585381,-0.057927847
-0.9436377,0.96758795,9.72378,0.025836373,0.014118013,-0.06112364
-1.0011182,1.0059083,9.599238,0.019444784,0.015183278,-0.058460478
-0.9627979,1.0825489,9.608819,0.016248992,0.01571591,-0.06059101
-1.0106983,0.96758795,9.64714,0.0077268765,0.024238026,-0.055797316
-1.0202783,1.0059083,9.642349,0.003998451,0.036488567,-0.058460478
-1.0729688,1.0585986,9.78605,8.0265745E-4,0.03489067,-0.05686258
-1.0633887,1.0154883,9.685459,-0.002925768,0.031162245,-0.05366679
-1.0681788,1.0106983,9.699829,-0.011447884,0.03968436,-0.05313416
-1.0681788,1.0490186,9.74294,-0.024231058,0.019444337,-0.049938362
-1.0585986,1.1064991,9.8866415,-0.033818435,0.02743382,-0.04620994
-1.0394385,1.0633887,9.867481,-0.030622644,0.026901187,-0.033426765
-1.101709,0.9867481,9.948912,-0.040210024,0.022107499,-0.041416246
-1.1304493,1.092129,9.963282,-0.043938447,0.011454852,-0.03289413
-1.1064991,1.0394385,9.982442,-0.043405816,0.0066611627,-0.029698338
-1.1687696,0.96758795,10.020762,-0.043938447,0.011454852,-0.025969913
-1.1496094,0.9532178,9.972861,-0.043938447,0.004530634,-0.024372015
-1.101709,0.85741705,9.948912,-0.036481597,0.0018674727,-0.017447798
-1.0681788,0.847837,9.915381,-0.029557379,0.0039980016,-0.019045694
-1.0633887,0.79993653,10.083033,-0.01783947,0.010389588,-0.015317269
-1.1208692,0.6993457,10.001602,-0.014111046,0.0034653693,-0.01318674
-1.0777588,0.6514453,9.972861,-0.011447884,0.008791692,-0.018513061
-1.0154883,0.60833496,9.972861,-0.0034584003,0.010389588,-0.023306752
-0.96758795,0.5508545,9.881851,0.0024005543,0.013052749,-0.031296235
-0.96758795,0.6610254,9.814791,2.7002522E-4,0.01571591,-0.033426765
-1.0106983,0.71371585,9.939331,-2.62607E-4,0.021574866,-0.03715519
-1.0681788,0.6179151,9.81958,0.007194244,0.021574866,-0.03715519
-1.0538087,0.57001466,9.901011,0.0018679219,0.021042233,-0.043014143
-1.0394385,0.62749517,9.814791,0.00612898,0.023172762,-0.044079408
-1.0729688,0.6466553,9.800421,-7.9523923E-4,0.030096982,-0.05419942
-1.0490186,0.6993457,9.857901,-0.0023931358,0.02264013,-0.058460478
-1.0729688,0.7232959,9.862691,0.0034658187,0.02743382,-0.054732054
-1.096919,0.74724615,9.867481,-0.0066541936,0.026901187,-0.05313416
-1.1064991,0.81909674,9.867481,-0.011980517,0.021042233,-0.052068893
-1.1208692,0.852627,9.85311,-0.015176309,0.025303291,-0.05366679
-1.1304493,0.75203615,9.7812605,-0.015176309,0.0205096,-0.045144673
-1.092129,0.852627,9.843531,-0.016241575,0.023705395,-0.045144673
-1.0729688,0.8334668,9.8866415,-0.01997,0.025303291,-0.04248151
-1.0538087,0.8095166,9.867481,-0.021567896,0.01571591,-0.030763604
-1.0633887,0.74724615,9.915381,-0.021567896,0.011454852,-0.033426765
-1.0298585,0.75203615,9.901011,-0.016241575,0.015183278,-0.028633073
-1.0681788,0.7041358,9.857901,-0.014111046,0.016781176,-0.022774119
-1.0059083,0.7807764,9.81,-0.009849988,0.005063266,-0.01798043
-1.0154883,0.75203615,9.905801,-0.005588929,0.018911704,-0.019578326
-0.9963282,0.74724615,9.857901,-0.012513149,0.024770658,-0.014784636
-1.0154883,0.7664063,9.972861,-0.01038262,0.0205096,-0.018513061
-1.0346485,0.6993457,9.915381,-0.0045236647,0.030629614,-0.016382532
-1.0154883,0.7185059,9.929751,0.0024005543,0.034358036,-0.019045694
-0.9963282,0.76161623,9.996812,0.0055963476,0.037021197,-0.014784636
-1.0394385,0.732876,10.020762,0.006661612,0.030629614,-0.014252003
-1.0106983,0.68018556,9.996812,0.0087921405,0.0354233,-0.014784636
-1.0154883,0.7232959,9.987232,0.009857405,0.038086463,-0.009990945
-1.0346485,0.78556645,10.068663,0.015716359,0.03222751,-0.011588843
-1.0777588,0.6706055,10.030342,0.019977417,0.038086463,-0.0137193715
-1.1400293,0.6179151,9.992022,0.02051005,0.041282255,-0.010523578
-1.1160791,0.6227051,9.972861,0.023705842,0.04181489,-0.004131992
-1.1064991,0.6562354,10.0063925,0.019977417,0.03222751,-0.002001463
-1.0873389,0.67539555,9.977652,0.024771107,0.031162245,-0.0030667274
-1.1064991,0.6179151,9.977652,0.022640578,0.021574866,-0.0030667274
-1.1064991,0.6945557,9.953702,0.029564798,0.026901187,-0.002001463
-1.1448194,0.6658155,9.948912,0.030630061,0.019976968,-0.0030667274
-1.1064991,0.6945557,9.963282,0.02530374,0.021042233,-9.3619846E-4
-1.0777588,0.7185059,9.992022,0.038086914,0.024770658,-4.0356623E-4
-1.101709,0.732876,9.8866415,0.026901636,0.018379072,-4.0356623E-4
-1.1064991,0.6993457,9.905801,0.03169533,0.01784644,-0.0051972563
-1.0681788,0.732876,9.85311,0.03222796,0.010389588,-0.004664624
-1.0777588,0.8765772,9.891431,0.033293225,0.016248543,-0.004664624
